,TreeID,qLegalStatus,qSpecies,qAddress,SiteOrder,qSiteInfo,qCaretaker,PlantDate,DBH,PlotSize,Latitude,Longitude,year,decade,PrimaryCaretaker
30220,254576,Permitted Site,Lagunaria patersonii :: Primrose Tree,2138 45th Ave,,Sidewalk: Curb side : Cutout,Private,2018-03-02 00:00:00,3,3x3,37.7466825,-122.503822,2018,2010 - 2019,Private
30222,5140,DPW Maintained,Prunus cerasifera :: Cherry Plum,2922 Diamond St,1.0,Sidewalk: Curb side : Cutout,Private,2011-04-26 00:00:00,3,3x3,37.73311295,-122.434362,2011,2010 - 2019,Private
30224,52531,DPW Maintained,Pittosporum undulatum :: Victorian Box,2 Meda Ave,1.0,Sidewalk: Curb side : Cutout,Private,2005-12-28 00:00:00,8,,37.7234977,-122.4410595,2005,2000 - 2009,Private
30229,259345,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,556 Somerset St,1.0,Sidewalk: Curb side : Cutout,DPW,2019-04-27 00:00:00,3,,37.72469883,-122.4068367,2019,2010 - 2019,DPW
30235,42457,Permitted Site,Prunus serrulata :: Ornamental Cherry,571 Mangels Ave,1.0,Sidewalk: Curb side : Cutout,Private,2000-06-23 00:00:00,9,3x3,37.73299007,-122.4504775,2000,2000 - 2009,Private
30237,97700,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,900 North Point St,9.0,Sidewalk: Curb side : Cutout,Private,2008-12-02 00:00:00,6,4x8,37.80550321,-122.4225989,2008,2000 - 2009,Private
30240,43612,DPW Maintained,Rhaphiolepis Majestic Beauty :: Indian Hawthorn  'Majestic Beau',2245 33rd Ave,2.0,Sidewalk: Curb side : Cutout,Private,2000-07-20 00:00:00,3,,37.74527257,-122.490983,2000,2000 - 2009,Private
30241,5534,DPW Maintained,Aesculus x carnea 'O'Neill' :: O'Neill Red Horse Chestnut,900X Dolores St,3.0,Sidewalk: Curb side : Cutout,DPW,1997-03-15 00:00:00,4,3X6,37.75502661,-122.4255637,1997,1990 - 1999,DPW
30243,51347,DPW Maintained,Prunus cerasifera :: Cherry Plum,443 20th Ave,1.0,Sidewalk: Curb side : Cutout,Private,2004-10-12 00:00:00,1,,37.77944179,-122.4793987,2004,2000 - 2009,Private
30246,15284,DPW Maintained,Tristania conferta ::,1600 Mission St,3.0,Sidewalk: Curb side : Cutout,DPW,1995-04-12 00:00:00,6,3x3,37.77252141,-122.4189622,1995,1990 - 1999,DPW
30247,42680,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1400 Greenwich St,1.0,Sidewalk: Curb side : Cutout,Private,2000-06-26 00:00:00,4,,37.80066971,-122.4228806,2000,2000 - 2009,Private
30250,87041,DPW Maintained,Melaleuca ericifolia :: Heath Melaleuca,735 07th Ave,4.0,Sidewalk: Curb side : Cutout,Private,2007-12-10 00:00:00,4,3x3,37.77449176,-122.4649722,2007,2000 - 2009,Private
30254,94042,DPW Maintained,Acer palmatum :: Japanese Maple,641 Lisbon St,1.0,Sidewalk: Curb side : Cutout,Private,2010-05-21 00:00:00,1,3x3,37.71823485,-122.436373,2010,2010 - 2019,Private
30255,47912,DPW Maintained,Prunus cerasifera :: Cherry Plum,2056 McAllister St,1.0,Sidewalk: Curb side : Cutout,Private,2002-06-21 00:00:00,6,,37.77689407,-122.4459104,2002,2000 - 2009,Private
30259,29146,DPW Maintained,Lophostemon confertus :: Brisbane Box,223 Jones St,1.0,Sidewalk: Curb side : Cutout,DPW,2011-08-26 00:00:00,3,3x3,37.78321678,-122.4125414,2011,2010 - 2019,DPW
30263,17104,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1759 Oak St,1.0,Sidewalk: Curb side : Cutout,DPW,2011-03-04 00:00:00,3,3X3,37.77167483,-122.4482571,2011,2010 - 2019,DPW
30266,191767,DPW Maintained,Melaleuca quinquenervia :: Cajeput,1700 Owen St,2.0,Sidewalk: Curb side : Cutout,Private,2018-09-12 00:00:00,3,Width 5ft,37.76731374,-122.3935454,2018,2010 - 2019,Private
30267,99107,DPW Maintained,Pittosporum undulatum :: Victorian Box,1766 Beach St,1.0,Sidewalk: Curb side : Cutout,Private,2015-11-24 00:00:00,2,3x3,37.80424313,-122.438502,2015,2010 - 2019,Private
30271,21973,DPW Maintained,Lophostemon confertus :: Brisbane Box,2565 03rd St,5.0,Sidewalk: Curb side : Cutout,DPW,2017-10-10 12:18:00,3,4x9,37.75724966,-122.388064,2017,2010 - 2019,DPW
30273,50473,Permitted Site,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',3010X Lyon St,3.0,Sidewalk: Curb side : Cutout,Private,2003-10-21 00:00:00,3,3x3,37.77342287,-122.4426348,2003,2000 - 2009,Private
30277,91932,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,1199 Irving St,2.0,Sidewalk: Curb side : Cutout,DPW,2009-02-19 00:00:00,3,3x3,37.76379535,-122.4705591,2009,2000 - 2009,DPW
30279,161285,DPW Maintained,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,523 Naples St,1.0,Sidewalk: Curb side : Cutout,Private,2017-10-25 15:51:00,3,Width 0ft,37.72044805,-122.4314247,2017,2010 - 2019,Private
30280,8222,DPW Maintained,Acer rubrum :: Red Maple,1500X Galvez Ave,1.0,Sidewalk: Curb side : Cutout,DPW,2008-03-17 00:00:00,3,3x3,37.73969675,-122.3858405,2008,2000 - 2009,DPW
30286,52628,Permitted Site,Magnolia grandiflora :: Southern Magnolia,360 10th St,1.0,Sidewalk: Curb side : Cutout,Private,2006-10-30 00:00:00,3,3x3,37.77191074,-122.4118211,2006,2000 - 2009,Private
30294,52079,DPW Maintained,Olea europaea :: Olive Tree,3541 Anza St,1.0,Sidewalk: Curb side : Cutout,Private,2005-10-17 00:00:00,5,,37.77800894,-122.4864072,2005,2000 - 2009,Private
30295,86580,DPW Maintained,Prunus serrulata :: Ornamental Cherry,2539 27th Ave,1.0,Sidewalk: Curb side : Cutout,DPW,2007-01-05 00:00:00,3,3x3,37.74002087,-122.4841565,2007,2000 - 2009,DPW
30296,31993,DPW Maintained,Prunus cerasifera :: Cherry Plum,154 05th Ave,1.0,Sidewalk: Curb side : Cutout,Private,1995-06-30 00:00:00,7,,37.78569016,-122.4634671,1995,1990 - 1999,Private
30297,63557,Permitted Site,Callistemon citrinus :: Lemon Bottlebrush,2971 21st St,1.0,Sidewalk: Curb side : Cutout,Private,2011-12-20 00:00:00,4,3x3,37.7572645,-122.4139016,2011,2010 - 2019,Private
30301,28703,Permitted Site,Syagrus romanzoffianum :: Queen Palm,3004 San Bruno Ave,1.0,Sidewalk: Curb side : Cutout,Private,2008-04-28 00:00:00,16,3x3,37.72360529,-122.4020222,2008,2000 - 2009,Private
30302,62300,DPW Maintained,Pittosporum undulatum :: Victorian Box,119 Beaumont Ave,1.0,Sidewalk: Curb side : Cutout,Private,1985-10-10 00:00:00,8,,37.77961398,-122.4547845,1985,1980 - 1989,Private
30310,84218,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,666 06th Ave,1.0,Sidewalk: Curb side : Cutout,Private,2008-08-04 00:00:00,2,3x3,37.77601368,-122.4638457,2008,2000 - 2009,Private
30311,201815,DPW Maintained,Lagunaria patersonii :: Primrose Tree,101 Friedell St,6.0,Sidewalk: Curb side : Cutout,Private,2017-07-12 00:00:00,3,Width 6ft,37.72900668,-122.3692001,2017,2010 - 2019,Private
30315,90480,DPW Maintained,Prunus x yedoensis :: Yoshino Cherry,139 24th Ave,1.0,Sidewalk: Curb side : Cutout,DPW,2008-03-17 00:00:00,3,3x3,37.78684243,-122.4842163,2008,2000 - 2009,DPW
30322,179518,DPW Maintained,Quercus agrifolia :: Coast Live Oak,700x Mansell St,2.0,Median : Cutout,DPW,2021-06-04 00:00:00,3,Width 0ft,37.71962102,-122.4083796,2021,2020 - 2029,DPW
30323,69534,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',2471 Washington St,1.0,Sidewalk: Curb side : Cutout,Private,1997-12-29 00:00:00,5,3x3,37.79157698,-122.433954,1997,1990 - 1999,Private
30327,100338,DPW Maintained,Lophostemon confertus :: Brisbane Box,1190 Mission St,1.0,Sidewalk: Curb side : Cutout,Private,2012-08-06 00:00:00,3,3x3,37.77794423,-122.4126735,2012,2010 - 2019,Private
30331,264862,Section 806 (d),Heteromeles arbutifolia :: Toyon,10X Selma Way,4.0,Unaccepted Street : Yard,Private,2021-04-14 00:00:00,3,10x100,37.75510948,-122.4689277,2021,2020 - 2029,Private
30339,14967,DPW Maintained,Hymenosporum flavum :: Sweet Shade,395 Mendell St,2.0,Sidewalk: Curb side : Cutout,DPW,1998-12-17 00:00:00,3,3X3,37.74092533,-122.3845763,1998,1990 - 1999,DPW
30349,5967,DPW Maintained,Pittosporum undulatum :: Victorian Box,1533X Eddy St,1.0,Sidewalk: Curb side : Cutout,DPW,1995-02-09 00:00:00,6,3x3,37.78128987,-122.43287,1995,1990 - 1999,DPW
30353,249709,DPW Maintained,Acacia baileyana :: Bailey's Acacia,2901 Broadway,3.0,Front Yard : Yard,Private,2021-02-03 00:00:00,3,,37.79289969,-122.4449814,2021,2020 - 2029,Private
30354,62181,DPW Maintained,Callistemon citrinus :: Lemon Bottlebrush,18 Meda Ave,1.0,Sidewalk: Curb side : Cutout,Private,2017-04-30 00:00:00,3,,37.72361068,-122.4413469,2017,2010 - 2019,Private
30356,61584,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,779 Wisconsin St,1.0,Sidewalk: Curb side : Cutout,Private,1984-08-23 00:00:00,17,,37.75765212,-122.3988742,1984,1980 - 1989,Private
30362,41184,DPW Maintained,Prunus x yedoensis :: Yoshino Cherry,3414 Broderick St,1.0,Sidewalk: Curb side : Cutout,Private,1999-11-24 00:00:00,4,,37.80191878,-122.4448711,1999,1990 - 1999,Private
30363,87154,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,101 12th Ave,2.0,Sidewalk: Curb side : Cutout,Private,2008-01-22 00:00:00,3,3x3,37.78614848,-122.4711806,2008,2000 - 2009,Private
30366,109348,DPW Maintained,Ficus Spp. ::,2505 Pacific Ave,1.0,Sidewalk: Property side : Cutout,Private,2015-02-11 00:00:00,3,.5x1,37.7929686,-122.4367077,2015,2010 - 2019,Private
30370,29456,Permitted Site,Lophostemon confertus :: Brisbane Box,1809X Ingalls St,2.0,Sidewalk: Curb side : Cutout,Fire Dept,2008-02-27 00:00:00,3,3X3,37.72775297,-122.3851088,2008,2000 - 2009,Others
30371,102203,Permitted Site,Prunus cerasifera 'Krauter vesuvius' :: Purple Leaf Plum Krauter Vesuvius,408 Roosevelt Way,2.0,Sidewalk: Curb side : Cutout,Private,2013-01-02 00:00:00,3,3x3,37.76463791,-122.4432341,2013,2010 - 2019,Private
30375,12784,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,1922 Lake St,1.0,Sidewalk: Curb side : Cutout,Private,1993-03-05 00:00:00,6,3X3,37.78603826,-122.4805092,1993,1990 - 1999,Private
30377,94346,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1160 Battery St,3.0,Sidewalk: Curb side : Cutout,Private,2010-07-19 00:00:00,13,3x3,37.80173096,-122.4015975,2010,2010 - 2019,Private
30378,98051,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,5285 Diamond Heights Blvd,7.0,Sidewalk: Curb side : Cutout,DPW,2014-03-15 00:00:00,3,3x3,37.74399953,-122.4380344,2014,2010 - 2019,DPW
30396,16391,Permitted Site,Afrocarpus gracilior :: Fern Pine,248X Myrtle St,1.0,Sidewalk: Curb side : Cutout,Private,2003-03-20 00:00:00,3,3X3,37.7852173,-122.4221578,2003,2000 - 2009,Private
30401,28065,DPW Maintained,Jacaranda mimosifolia :: Jacaranda,2576 Bryant St,1.0,Sidewalk: Curb side : Cutout,DPW,2001-03-13 00:00:00,12,3X3,37.75320119,-122.409284,2001,2000 - 2009,DPW
30402,253973,Significant Tree,Metrosideros excelsa :: New Zealand Xmas Tree,2200 Ofarrell St,2.0,Front Yard : Yard,Private,2018-01-05 00:00:00,3,3x3,37.78227863,-122.4409871,2018,2010 - 2019,Private
30415,27945,Permitted Site,Phoenix canariensis :: Canary Island Date Palm,999 The Embarcadero,2.0,Median : Cutout,Port,2001-02-01 00:00:00,24,4X4,37.80328406,-122.4015285,2001,2000 - 2009,Others
30421,64612,DPW Maintained,Prunus cerasifera :: Cherry Plum,2319 Filbert St,1.0,Sidewalk: Curb side : Cutout,Private,1988-08-18 00:00:00,7,,37.79770808,-122.4376764,1988,1980 - 1989,Private
30432,92594,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,2201 Baker St,1.0,Sidewalk: Curb side : Cutout,Private,2009-08-25 00:00:00,5,3x3,37.79142859,-122.4446031,2009,2000 - 2009,Private
30434,110772,DPW Maintained,Acacia stenophylla :: Shoestring Acacia,1000X GUERRERO ST,1.0,Median : Cutout,DPW,2015-05-26 15:10:00,3,3x3,37.7549774,-122.4233625,2015,2010 - 2019,DPW
30438,67700,DPW Maintained,Melaleuca quinquenervia :: Cajeput,303 27th Ave,1.0,Sidewalk: Curb side : Cutout,Private,1992-11-19 00:00:00,16,,37.78357525,-122.4872153,1992,1990 - 1999,Private
30439,8506,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2099X Geary Blvd,2.0,Sidewalk: Curb side : Cutout,DPW,2005-01-29 00:00:00,18,3X3,37.783617,-122.437806,2005,2000 - 2009,DPW
30443,66405,Permitted Site,Ginkgo biloba 'Fairmont' :: Fairmont Ginkgo,443 Ellsworth St,1.0,Sidewalk: Curb side : Cutout,Private,2009-07-14 00:00:00,2,3x3,37.7378406,-122.4145708,2009,2000 - 2009,Private
30453,66645,Permitted Site,Photinia fraseri :: Photinia Tree,2620 21st St,1.0,Sidewalk: Curb side : Cutout,Private,1991-06-05 00:00:00,10,3x3,37.75780913,-122.4072091,1991,1990 - 1999,Private
30460,45547,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,345 Sloat Blvd,1.0,Sidewalk: Curb side : Cutout,Private,2001-07-24 00:00:00,4,,37.73449189,-122.4759938,2001,2000 - 2009,Private
30468,16494,DPW Maintained,Pyrus kawakamii :: Evergreen Pear,305X Newhall St,5.0,Sidewalk: Curb side : Cutout,DPW,2003-01-30 00:00:00,3,3x3,37.74242519,-122.3846187,2003,2000 - 2009,DPW
30471,41283,DPW Maintained,Ficus microcarpa :: Chinese Banyan,3948 Ortega St,1.0,Sidewalk: Curb side : Cutout,Private,2000-01-24 00:00:00,0,,37.75114425,-122.5058061,2000,2000 - 2009,Private
30476,62202,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,29 Santa Ynez Ave,1.0,Sidewalk: Curb side : Cutout,Private,1985-09-17 00:00:00,16,,37.72397218,-122.4391309,1985,1980 - 1989,Private
30477,12712,DPW Maintained,Ginkgo biloba :: Maidenhair Tree,1462 Lake St,1.0,Sidewalk: Curb side : Cutout,Private,1994-11-11 00:00:00,12,3X3,37.7862727,-122.4752605,1994,1990 - 1999,Private
30489,41210,DPW Maintained,Rhamnus alaternus :: Italian Buckthorn,3537 Fillmore St,1.0,Sidewalk: Curb side : Cutout,Private,1999-11-29 00:00:00,2,,37.80222756,-122.4367595,1999,1990 - 1999,Private
30495,46701,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1451 21st Ave,1.0,Sidewalk: Curb side : Cutout,Private,2002-04-22 00:00:00,3,,37.76055104,-122.4791362,2002,2000 - 2009,Private
30498,51878,DPW Maintained,Acacia melanoxylon :: Blackwood Acacia,2251 Steiner St,1.0,Sidewalk: Curb side : Cutout,Private,2005-07-18 00:00:00,14,,37.79030567,-122.4358949,2005,2000 - 2009,Private
30500,35434,DPW Maintained,Rhaphiolepis Majestic Beauty :: Indian Hawthorn  'Majestic Beau',1512 25th St,1.0,Sidewalk: Curb side : Cutout,Private,1998-03-16 00:00:00,4,,37.75251492,-122.3940575,1998,1990 - 1999,Private
30505,205192,Permitted Site,Pittosporum undulatum :: Victorian Box,1542 11th Ave,1.0,Sidewalk: Curb side : Cutout,Private,1986-12-17 00:00:00,9,Width 3ft,37.75937681,-122.4680582,1986,1980 - 1989,Private
30508,251754,DPW Maintained,Magnolia grandiflora 'Saint Mary' :: Saint Mary Magnolia,201X Winding Way,1.0,Sidewalk: Curb side : Cutout,Private,2017-10-11 00:00:00,3,3x3,37.70942471,-122.4347801,2017,2010 - 2019,Private
30517,45542,DPW Maintained,Olea europaea :: Olive Tree,3300 Ocean Ave,1.0,Sidewalk: Curb side : Cutout,Private,2001-07-24 00:00:00,4,,37.73255839,-122.4813073,2001,2000 - 2009,Private
30523,158241,DPW Maintained,Agonis flexuosa :: Peppermint Willow,225 Bemis St,3.0,Sidewalk: Curb side : Cutout,Private,2018-01-22 00:00:00,3,3x3,37.73639964,-122.4315887,2018,2010 - 2019,Private
30528,49432,DPW Maintained,Ligustrum lucidum :: Glossy Privet,364@ KEARNY Bush St,1.0,Sidewalk: Curb side : Cutout,Private,2003-03-25 00:00:00,7,,37.79089179,-122.4035249,2003,2000 - 2009,Private
30530,231047,DPW Maintained,Maytenus boaria :: Mayten,1006 Noe St,1.0,Sidewalk: Curb side : Cutout,Private,1989-07-24 00:00:00,6,Width 3ft,37.75283677,-122.4321092,1989,1980 - 1989,Private
30535,17171,Permitted Site,Eriobotrya deflexa :: Bronze Loquat,1221X Oakdale Ave,3.0,Sidewalk: Curb side : Cutout,Private,2007-03-10 00:00:00,3,3x3,37.7304923,-122.3831702,2007,2000 - 2009,Private
30540,60062,DPW Maintained,Callistemon citrinus :: Lemon Bottlebrush,1554 Innes Ave,1.0,Sidewalk: Curb side : Cutout,Private,1982-03-15 00:00:00,8,,37.73901933,-122.3879642,1982,1980 - 1989,Private
30543,64736,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,137 03rd Ave,1.0,Sidewalk: Curb side : Cutout,Private,1988-11-18 00:00:00,10,,37.78606831,-122.4615063,1988,1980 - 1989,Private
30549,256775,Permitted Site,Melaleuca quinquenervia :: Cajeput,1286 Church St,,Sidewalk: Curb side : Cutout,Private,2018-12-12 00:00:00,3,3x3,37.75030448,-122.4273669,2018,2010 - 2019,Private
30556,59299,DPW Maintained,Acacia melanoxylon :: Blackwood Acacia,2105 Buchanan St,1.0,Sidewalk: Curb side : Cutout,Private,1980-08-27 00:00:00,3,,37.78975431,-122.4307199,1980,1980 - 1989,Private
30557,60715,Permitted Site,Ficus nitida :: Laurel Fig,30 Oakwood St,1.0,Sidewalk: Curb side : Cutout,Private,1983-02-02 00:00:00,24,3x3,37.76099948,-122.4250653,1983,1980 - 1989,Private
30558,83,DPW Maintained,Lophostemon confertus :: Brisbane Box,900X 14th St,2.0,Sidewalk: Curb side : Cutout,Private,1997-12-03 00:00:00,12,3X3,37.76750586,-122.433665,1997,1990 - 1999,Private
30560,14556,Permitted Site,Ginkgo biloba :: Maidenhair Tree,899X MASONIC AVE,2.0,Sidewalk: Curb side : Cutout,Private,1993-04-08 00:00:00,4,3X3,37.77346351,-122.4459996,1993,1990 - 1999,Private
30561,18443,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,1010 Potrero Ave,1.0,Sidewalk: Curb side : Cutout,DPW,1994-09-21 00:00:00,18,3X3,37.75590736,-122.4067606,1994,1990 - 1999,DPW
30565,9446,DPW Maintained,Maytenus boaria :: Mayten,800X Golden Gate Ave,2.0,Sidewalk: Curb side : Cutout,DPW,1992-05-18 00:00:00,6,3X3,37.78066227,-122.4240734,1992,1990 - 1999,DPW
30567,93282,DPW Maintained,Magnolia grandiflora 'Samuel Sommer' :: Samuel Sommer Magnolia,1383 Church St,1.0,Sidewalk: Curb side : Cutout,DPW,2008-12-04 00:00:00,3,3x3,37.7487659,-122.427104,2008,2000 - 2009,DPW
30569,38901,DPW Maintained,Liquidambar styraciflua :: American Sweet Gum,164 Parker Ave,1.0,Sidewalk: Curb side : Cutout,Private,1998-11-02 00:00:00,7,,37.78246449,-122.4542621,1998,1990 - 1999,Private
30571,159219,DPW Maintained,Pyrus calleryana :: Ornamental Pear,366 Ellington Ave,1.0,Sidewalk: Curb side : Cutout,Private,2017-10-05 09:32:00,3,Width 0ft,37.71251733,-122.4464325,2017,2010 - 2019,Private
30572,28551,DPW Maintained,Washingtonia robusta :: Mexican Fan Palm,4885 Mission St,1.0,Sidewalk: Curb side : Cutout,Private,2003-08-08 00:00:00,12,3X3,37.72019817,-122.4380674,2003,2000 - 2009,Private
30573,4287,DPW Maintained,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,4310X Cesar Chavez St,3.0,Sidewalk: Curb side : Cutout,DPW,1998-01-27 00:00:00,3,2X3,37.74723114,-122.4361962,1998,1990 - 1999,DPW
30575,61297,Permitted Site,Lophostemon confertus :: Brisbane Box,2198 Market St,1.0,Sidewalk: Curb side : Cutout,Private,2015-04-16 00:00:00,3,,37.76588294,-122.4311139,2015,2010 - 2019,Private
30579,205481,DPW Maintained,Yucca elephantipes :: Giant Yucca,100 Edna St,1.0,Sidewalk: Property side : Yard,Private,2017-09-12 00:00:00,3,Width 8ft,37.72757823,-122.4464839,2017,2010 - 2019,Private
30582,90768,DPW Maintained,Agonis flexuosa :: Peppermint Willow,3915 Cabrillo St,1.0,Sidewalk: Curb side : Cutout,DPW,2008-04-14 00:00:00,3,3x3,37.77361147,-122.5007676,2008,2000 - 2009,DPW
30584,32974,DPW Maintained,Prunus cerasifera :: Cherry Plum,636 Missouri St,1.0,Sidewalk: Curb side : Cutout,Private,1996-11-01 00:00:00,7,,37.75816673,-122.3961582,1996,1990 - 1999,Private
30589,67047,DPW Maintained,Liquidambar styraciflua :: American Sweet Gum,2532 24th Ave,1.0,Sidewalk: Curb side : Cutout,Private,1992-03-20 00:00:00,8,,37.74026422,-122.4807896,1992,1990 - 1999,Private
30590,3933,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,100X Castro St,5.0,Sidewalk: Curb side : Cutout,DPW,2014-09-24 07:53:00,3,4x4,37.76698576,-122.4356737,2014,2010 - 2019,DPW
30598,38212,DPW Maintained,Podocarpus macrophyllus :: Yew Pine,108 Wayland St,1.0,Sidewalk: Curb side : Cutout,Private,1998-07-17 00:00:00,8,3x3,37.72636957,-122.4035737,1998,1990 - 1999,Private
30599,50232,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1446 32nd Ave,1.0,Sidewalk: Curb side : Cutout,Private,2003-08-27 00:00:00,4,,37.76018969,-122.4907898,2003,2000 - 2009,Private
30601,65536,DPW Maintained,Pittosporum undulatum :: Victorian Box,3750 Scott St,1.0,Sidewalk: Curb side : Cutout,Private,1990-06-04 00:00:00,7,,37.80443646,-122.4419632,1990,1990 - 1999,Private
30606,243490,DPW Maintained,Magnolia grandiflora 'Little Gem' :: Little Gem Magnolia,956 South Van Ness Ave,1.0,Sidewalk: Curb side : Cutout,Private,2018-01-18 00:00:00,3,3x3,37.75785012,-122.4169084,2018,2010 - 2019,Private
30610,66074,DPW Maintained,Melaleuca quinquenervia :: Cajeput,391 Missouri St,1.0,Sidewalk: Curb side : Cutout,Private,1990-08-08 00:00:00,17,,37.76148889,-122.3963188,1990,1990 - 1999,Private
30611,12831,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,2235 Lake St,1.0,Sidewalk: Curb side : Cutout,Private,2008-05-15 00:00:00,3,3X3,37.78573927,-122.4835845,2008,2000 - 2009,Private
30612,42894,DPW Maintained,Rhaphiolepis Majestic Beauty :: Indian Hawthorn  'Majestic Beau',2925 Ulloa St,2.0,Sidewalk: Curb side : Cutout,Private,2000-07-03 00:00:00,4,,37.74058007,-122.4876199,2000,2000 - 2009,Private
30613,84746,DPW Maintained,Washingtonia robusta :: Mexican Fan Palm,170 King St,3.0,Sidewalk: Curb side : Cutout,Private,2007-05-04 00:00:00,22,,37.77871466,-122.3913317,2007,2000 - 2009,Private
30620,101707,DPW Maintained,Pittosporum undulatum :: Victorian Box,2451 Buchanan St,1.0,Sidewalk: Curb side : Cutout,Private,2012-11-13 00:00:00,3,,37.79268434,-122.4313052,2012,2010 - 2019,Private
30622,53197,DPW Maintained,Pittosporum undulatum :: Victorian Box,2998@ BAKER Pacific Ave,1.0,Sidewalk: Curb side : Cutout,Private,2006-11-28 00:00:00,15,,37.79218186,-122.4444911,2006,2000 - 2009,Private
30625,44022,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,3316 California St,1.0,Sidewalk: Curb side : Cutout,Private,2000-09-18 00:00:00,18,,37.78704709,-122.4491624,2000,2000 - 2009,Private
30626,93343,DPW Maintained,Fraxinus americana 'Autumn Purple' :: American Autumn Purple Ash,2100X Turk Blvd,26.0,Sidewalk: Curb side : Cutout,DPW,2008-11-21 00:00:00,3,3x3,37.77931477,-122.4437504,2008,2000 - 2009,DPW
30643,47867,DPW Maintained,Lophostemon confertus :: Brisbane Box,745 Clement St,2.0,Sidewalk: Curb side : Cutout,Private,2002-06-17 00:00:00,7,,37.78273348,-122.4672664,2002,2000 - 2009,Private
30644,118039,DPW Maintained,Callistemon viminalis :: Weeping Bottlebrush,3501 Clement St,1.0,Sidewalk: Curb side : Cutout,DPW,2018-03-17 00:00:00,3,Width 5ft,37.78139612,-122.4968841,2018,2010 - 2019,DPW
30650,19350,DPW Maintained,Lagunaria patersonii :: Primrose Tree,618 Shields St,1.0,Sidewalk: Curb side : Cutout,DPW,2018-03-27 00:00:00,3,3X3,37.71793679,-122.4684407,2018,2010 - 2019,DPW
30651,25884,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,500X The Embarcadero,1.0,Sidewalk: Curb side : Cutout,Port,1995-10-30 00:00:00,6,4X4,37.79928175,-122.3975678,1995,1990 - 1999,Others
30652,57187,Permitted Site,Prunus cerasifera :: Cherry Plum,30 Levant St,1.0,Sidewalk: Curb side : Cutout,Private,1974-10-26 00:00:00,12,,37.76450702,-122.4424076,1974,1970 - 1979,Private
30658,66824,DPW Maintained,Cassia leptophylla :: Gold Medallion Tree,225 Cole St,1.0,Sidewalk: Curb side : Cutout,DPW,2018-03-29 00:00:00,3,5x5,37.77292855,-122.450976,2018,2010 - 2019,DPW
30662,49887,DPW Maintained,Pittosporum undulatum :: Victorian Box,1400 Filbert St,2.0,Sidewalk: Curb side : Cutout,Private,2009-07-16 00:00:00,3,3x3,37.79973175,-122.4227612,2009,2000 - 2009,Private
30663,46075,DPW Maintained,Prunus serrulata :: Ornamental Cherry,126 Commonwealth Ave,2.0,Sidewalk: Curb side : Cutout,Private,2001-12-12 00:00:00,4,,37.78312496,-122.4555533,2001,2000 - 2009,Private
30666,59129,DPW Maintained,Eriobotrya deflexa :: Bronze Loquat,491 11th Ave,1.0,Sidewalk: Curb side : Cutout,Private,1992-03-05 00:00:00,11,,37.77907307,-122.4695911,1992,1990 - 1999,Private
30667,261830,Planning Code 138.1 required,Olea europaea :: Olive Tree,256 Casitas Ave,2.0,Sidewalk: Property side : Yard,Private,2020-03-05 00:00:00,3,3x3,37.73648045,-122.460243,2020,2020 - 2029,Private
30671,13766,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,865 Market St,7.0,Sidewalk: Curb side : Cutout,DPW,1990-09-24 00:00:00,35,4X4,37.78446833,-122.4072475,1990,1990 - 1999,DPW
30674,28891,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,525 04th St,1.0,Sidewalk: Curb side : Cutout,DPW,2011-05-11 00:00:00,3,3x3,37.77930504,-122.3975825,2011,2010 - 2019,DPW
